# Time-averaged data for fix fixflux1
# TimeStep v_tempt1v v_tempt2v f_fix1 f_fix2 v_Jz1 v_Jzk1 v_Jzp1 v_Jzb1 v_Jza1 v_Jzd1 v_Jzi1 v_Jzks1
41520000 230.638 195.183 -580.732 803.722 -9.03516e-09 3.98997e-09 2.18853e-09 -8.02446e-09 -3.1653e-09 1.70636e-09 1.55234e-09 1.45652e-09
41530000 237.682 199.017 -584.657 819.125 7.64779e-09 1.39851e-09 2.00433e-09 4.37663e-09 3.76638e-09 8.4886e-10 1.08513e-09 1.16641e-09
41540000 243.004 186.61 -579.862 812.993 3.85808e-09 -4.04487e-09 -1.48453e-09 4.96347e-09 -1.24359e-09 -2.16374e-09 -2.04136e-09 -1.97454e-09
41550000 237.39 193.155 -586.149 822.961 6.8043e-10 -1.93838e-09 -2.33693e-09 6.12359e-10 1.08274e-09 -6.06249e-10 -8.53302e-10 -9.44038e-10
41560000 239.171 191.024 -580.467 815.978 -5.24688e-10 3.99805e-09 3.26918e-09 -6.7975e-10 -3.9628e-10 1.98751e-09 2.13334e-09 2.16735e-09
41570000 240.293 193.228 -588.386 815.985 1.21274e-08 2.24828e-09 2.37562e-09 5.19255e-09 4.01507e-09 5.48653e-10 5.35065e-10 5.57563e-10
41580000 244.675 196.043 -593.865 812.093 2.31589e-09 -2.33028e-09 -1.00692e-09 1.3839e-09 1.00921e-09 -1.05486e-09 -1.02975e-09 -1.06892e-09
41590000 241.085 192.186 -597.888 826.262 -6.543e-09 -2.34264e-09 -8.69618e-11 -5.4713e-09 -2.13117e-09 -5.70675e-10 -9.52248e-10 -1.0024e-09
41600000 236.452 194.763 -587.624 817.468 -2.84839e-09 2.79584e-09 1.73043e-09 -2.6176e-09 -4.24355e-10 1.22728e-09 1.37008e-09 1.38601e-09
41610000 233.63 196.033 -582.481 821.623 -2.157e-09 3.77021e-10 4.22415e-10 5.23012e-10 -1.54771e-09 9.14065e-10 7.64959e-10 7.22152e-10
41620000 249.914 196.655 -592.643 832.155 -1.14452e-08 1.46431e-09 -8.28885e-11 -7.19483e-09 -4.37735e-09 3.21669e-10 3.74295e-10 3.90077e-10
41630000 242.843 192.193 -579.2 826.638 -1.16668e-09 -2.52656e-09 -2.24329e-09 -8.49412e-10 1.98522e-09 -1.39542e-09 -1.11318e-09 -9.95194e-10
41640000 231.392 197.169 -596.359 834.838 -5.37996e-09 -5.86718e-11 -4.27863e-10 -3.99232e-09 -1.44452e-09 4.84537e-11 2.32517e-11 -9.43409e-11
41650000 231.768 195.868 -599.001 825.126 5.98634e-09 2.7448e-09 1.28464e-09 2.09667e-09 3.87043e-09 9.21423e-10 1.11074e-09 1.20847e-09
41660000 236.87 193.647 -597.932 824.92 8.17977e-09 -6.26669e-10 1.77677e-09 3.69296e-09 2.44322e-09 -3.1969e-10 -2.62853e-10 -2.95206e-10
41670000 239.061 193.278 -609.002 824.274 -1.16116e-08 -6.25434e-09 -4.52215e-09 -2.17691e-09 -6.74463e-09 -2.65269e-09 -2.65362e-09 -2.67854e-09
41680000 243.063 197.9 -592.995 824.497 -4.13394e-10 3.9062e-09 1.829e-09 -1.62598e-09 7.79954e-10 1.78407e-09 1.76181e-09 1.76969e-09
41690000 244.918 197.846 -576.873 836.785 -2.19518e-10 -6.25249e-09 -2.51153e-09 1.28734e-09 -1.58171e-09 -2.76793e-09 -2.85848e-09 -2.89306e-09
41700000 244.008 194.219 -593.029 826.208 7.98379e-09 3.27885e-09 2.82535e-09 2.87065e-09 3.48645e-09 1.69605e-09 1.55805e-09 1.54632e-09
41710000 238.755 194.247 -571.595 839.824 3.33308e-10 2.98419e-10 8.37809e-11 -5.11008e-10 9.34367e-10 3.30168e-11 9.31833e-11 1.1969e-10
41720000 240.58 197.696 -577.432 840.731 -2.24107e-09 -2.99429e-09 -1.83031e-09 -5.36273e-10 -7.54057e-10 -1.19459e-09 -1.24977e-09 -1.26364e-09
41730000 242.687 195.414 -584.598 834.976 -4.19582e-09 2.22178e-10 3.4212e-11 -3.22539e-09 -2.37544e-10 1.25045e-10 2.30534e-10 2.68972e-10
41740000 235.109 200.182 -602.337 835.875 -1.24369e-09 3.91718e-09 2.51887e-09 -2.33171e-09 3.17532e-10 1.72939e-09 1.8269e-09 1.84437e-09
41750000 239.012 196.972 -585.411 835.029 2.4971e-10 -3.32726e-09 -2.37225e-09 3.6222e-09 -2.92616e-09 -1.96744e-09 -1.83639e-09 -1.8114e-09
41760000 236.606 200.454 -601.358 830.252 -5.00623e-09 -2.72347e-09 -2.5634e-09 9.47036e-10 -3.48474e-09 -7.16394e-10 -8.72682e-10 -8.81486e-10
41770000 246.75 195.067 -606.903 825.671 2.466e-09 6.16475e-09 3.33389e-09 -6.84748e-10 2.0668e-09 2.93859e-09 2.86589e-09 2.84383e-09
41780000 237.382 193.311 -583.851 834.95 -4.17973e-09 -7.35068e-09 -6.20907e-09 2.40503e-09 -4.61395e-09 -3.90016e-09 -3.84725e-09 -3.86727e-09
41790000 248.146 198.181 -593.18 836.004 -3.41234e-09 3.42515e-11 2.13902e-09 -1.94243e-09 -2.3075e-09 5.54199e-10 4.896e-10 4.75896e-10
41800000 241.754 198.982 -592.646 833.865 3.86065e-09 4.18869e-10 -8.17013e-10 2.53947e-09 2.01242e-09 -6.05954e-13 5.95179e-11 7.04023e-11
41810000 234.663 196.827 -592.903 833.279 6.46776e-09 -1.15946e-09 1.5315e-09 3.37328e-09 7.1408e-10 -6.45175e-10 -6.28821e-10 -6.56471e-10
41820000 236.598 193.343 -597.031 839.951 -5.22146e-09 4.96935e-10 -3.21048e-10 -2.94144e-09 -1.50575e-09 1.42235e-10 2.82524e-10 2.74984e-10
41830000 237.954 198.061 -591.413 837.032 1.73582e-09 -4.47518e-09 -4.17073e-09 2.58488e-09 9.07104e-10 -2.24028e-09 -2.24991e-09 -2.27599e-09
41840000 244.422 198.179 -599.635 842.081 2.5078e-09 5.32191e-09 3.30658e-09 -1.46336e-09 3.12346e-09 2.63595e-09 2.57453e-09 2.59825e-09
41850000 240.823 193.908 -604.076 834.169 -3.81429e-09 -3.52486e-09 -4.35159e-09 -8.50166e-10 -7.33301e-10 -2.03811e-09 -1.93894e-09 -1.92454e-09
41860000 246.196 196.4 -581.193 843.814 5.61876e-09 1.56487e-09 8.32385e-10 3.79736e-09 2.24283e-09 1.09764e-09 9.98608e-10 9.82987e-10
41870000 237.867 194.205 -589.827 831.229 -1.03774e-09 8.75493e-10 -6.41978e-10 -3.07103e-10 -1.74216e-10 -8.48047e-11 1.00987e-10 1.61223e-10
41880000 247.995 197.094 -593.669 836.193 4.98073e-09 1.28987e-09 2.60374e-09 1.94175e-09 1.14933e-09 6.89798e-10 6.84831e-10 6.7572e-10
41890000 236.43 194.329 -603.268 843.078 1.91403e-10 3.38546e-10 1.57575e-09 -1.71592e-10 -1.37262e-09 7.36359e-10 3.54414e-10 2.53892e-10
41900000 245.032 194.985 -617.181 842.088 6.5164e-09 -4.39665e-09 -2.29641e-09 5.56349e-09 6.97295e-10 -2.0331e-09 -2.20145e-09 -2.23664e-09
41910000 247.893 191.652 -601.286 838.458 5.57649e-09 3.28036e-09 2.7922e-09 1.37978e-09 4.32328e-09 1.45868e-09 1.80379e-09 1.89232e-09
41920000 240.339 195.961 -596.328 856.403 1.47321e-08 -5.95525e-10 1.9489e-09 6.85249e-09 5.60524e-09 -6.97551e-10 -4.52317e-10 -4.14178e-10
41930000 245.667 195.597 -606.175 836.778 -2.2154e-09 1.37044e-09 -1.87728e-10 -3.6964e-09 3.01269e-09 4.39225e-10 6.46232e-10 7.5997e-10
41940000 242.151 197.299 -624.221 835.427 3.51106e-09 -6.76785e-10 3.32815e-10 2.20763e-09 4.16786e-10 -3.78089e-10 -4.34592e-10 -4.0866e-10
41950000 235.818 190.073 -615.93 847.511 -4.02169e-09 -9.25526e-10 -5.04114e-10 -3.4925e-09 -2.66461e-10 -4.01628e-10 -4.39346e-10 -4.01576e-10
41960000 244.938 194.92 -609.797 851.149 -7.01237e-09 -5.33358e-10 -5.10011e-10 -3.9731e-09 -2.27162e-09 -3.81508e-10 -1.55651e-10 -1.62575e-10
41970000 235.937 193.72 -604.67 851.077 -8.45055e-09 6.43859e-10 -9.81804e-10 -4.98558e-09 -2.68618e-09 -3.61169e-11 1.07313e-10 1.02409e-10
41980000 240.863 196.306 -587.483 851.756 -2.00417e-08 -6.62802e-09 -7.43789e-09 -5.6251e-09 -8.17653e-09 -2.87689e-09 -2.75882e-09 -2.69232e-09
41990000 233.129 195.958 -607.264 845.008 3.7568e-09 4.29847e-09 3.36841e-09 -2.99162e-10 2.10242e-09 1.42086e-09 1.64635e-09 1.75611e-09
42000000 246.379 195.359 -578.825 833.432 -3.05327e-09 -2.46369e-09 -2.62827e-09 8.07335e-10 -2.59612e-09 -9.00653e-10 -1.12248e-09 -1.17012e-09
42010000 243.338 194.273 -603.318 847.629 -1.54538e-09 3.40866e-09 7.61415e-10 -2.71988e-09 1.12674e-09 1.96989e-09 1.60308e-09 1.53905e-09
42020000 240.905 194.46 -589.82 846.921 -1.43977e-08 -2.01252e-09 -3.06449e-09 -4.10287e-09 -6.70876e-09 -4.4608e-10 -4.60104e-10 -4.79425e-10
42030000 241.383 196.341 -600.812 848.894 -9.53812e-09 5.00135e-09 4.21136e-09 -6.85271e-09 -3.25891e-09 2.39038e-09 2.66226e-09 2.73837e-09
42040000 238.914 191.864 -585.482 841.321 -8.34803e-09 2.93664e-09 1.57835e-09 -5.77218e-09 -3.31038e-09 1.35665e-09 1.34479e-09 1.29638e-09
42050000 243.799 192.779 -581.147 858.225 -1.23818e-08 -1.12509e-08 -7.99675e-09 -2.93357e-09 -5.49445e-09 -5.0153e-09 -5.03406e-09 -5.06864e-09
42060000 239.584 197.908 -611.542 840.994 1.56202e-08 6.33507e-10 2.32638e-09 7.00391e-09 6.9278e-09 3.39027e-10 3.49043e-10 3.91891e-10
42070000 245.915 196.973 -613.147 852.764 3.6262e-09 1.21636e-09 5.97477e-10 5.71815e-10 2.85631e-09 3.13994e-10 4.5165e-10 4.76279e-10
42080000 241.715 195.245 -601.987 858.059 1.19484e-08 4.33616e-09 4.36837e-09 4.03317e-09 4.53372e-09 2.05282e-09 1.91011e-09 1.85719e-09
42090000 237.858 189.447 -582.493 854.943 4.04441e-09 -9.65058e-10 3.28172e-10 2.33021e-09 1.2168e-09 -6.31264e-10 -4.77965e-10 -4.48704e-10
42100000 243.491 196.565 -594.213 841.013 2.26801e-10 1.32508e-09 6.92114e-10 -2.46555e-09 2.19592e-09 8.74289e-10 7.20187e-10 6.23047e-10
42110000 239.714 200.886 -615.673 832.784 -2.72184e-09 -3.94771e-09 -4.09961e-09 2.24768e-09 -2.42753e-09 -2.1181e-09 -1.98258e-09 -1.9212e-09
42120000 240.667 192.116 -610.979 827.013 8.21163e-09 -1.02296e-09 -1.54539e-09 6.56704e-09 2.38698e-09 -4.60615e-10 -5.77291e-10 -5.72775e-10
42130000 243.278 193.093 -604.262 842.928 -1.63561e-09 4.16303e-09 2.4744e-09 -2.94709e-09 1.51299e-09 2.38986e-09 2.33044e-09 2.31185e-09
42140000 233.484 191.733 -613.808 848.838 3.79292e-09 -1.32179e-09 -1.05501e-09 2.64411e-11 3.35249e-09 -1.35298e-09 -1.08851e-09 -1.04646e-09
42150000 235.221 192.315 -609.137 849.733 6.53008e-09 -2.32865e-10 9.08751e-11 2.6539e-09 3.91095e-09 5.14996e-10 2.162e-10 1.24794e-10
42160000 235.633 190.93 -605.227 853.482 4.2312e-09 -9.84237e-10 -1.91801e-10 1.41757e-09 2.4412e-09 -3.78034e-10 -4.1486e-10 -4.68274e-10
42170000 237.265 196.669 -595.908 861.044 6.70361e-09 -3.00374e-09 -1.12493e-09 4.52829e-09 2.1515e-09 -1.52998e-09 -1.46668e-09 -1.42983e-09
42180000 240.461 199.379 -609.618 859.175 -1.099e-09 4.71182e-09 2.11313e-09 -7.4714e-10 -6.0007e-10 2.19398e-09 2.2065e-09 2.19544e-09
42190000 242.553 193.933 -624.812 862.042 -5.28911e-09 -2.48394e-09 -3.19051e-09 -2.1718e-09 -3.49691e-10 -1.53754e-09 -1.19525e-09 -1.12792e-09
42200000 235.191 197.989 -595.222 846.374 4.62887e-09 6.23351e-09 5.04103e-09 -9.00845e-10 3.41128e-09 3.20721e-09 3.07873e-09 3.08841e-09
42210000 241.983 198.034 -607.592 870.512 -4.88064e-10 -6.45595e-09 -4.00724e-09 1.82841e-09 -1.52006e-09 -3.48972e-09 -3.32455e-09 -3.29621e-09
42220000 244.553 199.962 -614.688 877.781 8.46414e-09 -1.06871e-10 -2.77131e-10 5.26315e-09 3.45621e-09 -2.15891e-10 -1.37193e-10 -9.63738e-11
42230000 243.47 200.899 -618.42 867.786 8.36872e-10 1.61406e-09 2.85151e-09 1.25543e-09 -5.60085e-10 1.14241e-09 1.31732e-09 1.35675e-09
42240000 238.256 195.252 -604.047 860.524 2.34448e-09 -8.34033e-10 1.73009e-10 3.45236e-09 -2.63384e-09 -3.93007e-10 -5.86532e-10 -6.33306e-10
42250000 241.982 188.361 -611.576 868.643 -4.64796e-10 1.04706e-10 6.88414e-10 -7.23592e-10 -6.32796e-10 2.82728e-10 1.04975e-10 5.78459e-11
42260000 242.235 191.194 -610.654 869.34 4.57146e-09 -7.71755e-10 -1.22294e-09 3.55044e-09 1.05671e-09 -9.73722e-10 -8.02053e-10 -7.46954e-10
42270000 239.042 196.631 -617.565 866.491 8.00304e-09 5.7788e-09 4.24034e-09 4.02609e-09 2.63127e-09 2.96482e-09 2.97205e-09 2.92206e-09
42280000 241.471 196.777 -604.554 864.46 -2.92943e-09 -6.71866e-09 -3.00026e-09 -1.80534e-09 -1.7512e-09 -3.02639e-09 -3.33049e-09 -3.34058e-09
42290000 250.035 200.431 -612.402 875.775 1.57181e-09 -3.9811e-10 -6.38759e-10 3.12174e-09 -2.03941e-10 5.66987e-11 1.23295e-10 9.78233e-11
42300000 243.152 192.51 -627.985 882.555 2.25692e-09 1.27856e-09 1.67077e-09 1.57048e-09 -1.00302e-09 3.95825e-10 4.01626e-10 4.11464e-10
42310000 240.285 196.511 -610.357 871.464 -2.11422e-09 -1.18675e-09 -1.00144e-09 1.17344e-10 -2.82394e-09 -6.66018e-10 -8.27572e-10 -8.54829e-10
42320000 235.642 195.759 -634.093 879.639 -2.56896e-10 -1.77904e-09 -2.61556e-09 2.89072e-09 6.50865e-10 -2.55797e-10 -2.12267e-10 -2.12838e-10
42330000 239.315 193.379 -624.5 856.504 3.46192e-09 5.31523e-09 2.30091e-09 5.3496e-10 1.69922e-09 2.22419e-09 2.10043e-09 2.1426e-09
42340000 241.644 194.026 -606.183 873.199 -4.50243e-10 -5.58128e-10 -1.54183e-09 1.16411e-09 -1.09526e-11 -2.31266e-10 -1.57676e-10 -1.77099e-10
42350000 240.2 200.15 -619.743 874.965 -2.1874e-09 6.33676e-10 -5.51956e-11 -3.13222e-10 -1.58864e-09 -5.90932e-10 -1.2376e-10 2.98637e-11
42360000 234.611 195.516 -617.53 866.66 1.51921e-09 -1.99813e-09 -1.71564e-09 2.60567e-09 -1.11791e-09 -1.03986e-09 -1.17113e-09 -1.19124e-09
42370000 237.381 197.71 -605.083 873.09 3.3244e-09 -1.62607e-09 -1.82108e-09 3.33219e-09 1.59329e-09 -3.38964e-10 -4.92984e-10 -5.35602e-10
42380000 240.453 201.199 -630.927 878.394 1.37235e-08 2.21714e-09 2.07646e-09 5.58563e-09 5.30084e-09 8.27377e-10 6.09885e-10 5.7877e-10
42390000 237.616 196.832 -612.475 875.106 -1.22845e-08 -3.13024e-09 -2.01628e-09 -7.04666e-09 -3.08329e-09 -1.19029e-09 -1.07767e-09 -1.05198e-09
42400000 232.437 198.748 -630.483 875.409 3.51286e-09 5.23844e-09 3.10742e-09 4.26822e-10 2.49579e-09 2.57917e-09 2.57111e-09 2.58118e-09
42410000 237.098 194.292 -628.21 873.363 9.64802e-11 -3.1779e-09 -1.10239e-09 1.13779e-09 -1.25391e-09 -1.99962e-09 -1.67334e-09 -1.63317e-09
42420000 236.946 194.043 -634.284 863.109 -5.44221e-09 -1.68412e-09 -1.52529e-09 -1.84218e-09 -1.50782e-09 -5.04965e-10 -4.27174e-10 -4.09867e-10
42430000 246.735 197.803 -623.542 864.727 1.22568e-08 -1.77667e-09 3.89779e-10 7.78602e-09 1.38383e-09 -5.47506e-10 -1.07395e-09 -1.21907e-09
42440000 239.712 191.868 -623.966 865.767 -6.66982e-09 2.02447e-09 1.75765e-09 -6.57588e-09 6.37914e-10 1.04897e-09 1.29498e-09 1.37158e-09
42450000 232.591 192.435 -638.124 877.734 3.13593e-09 1.14971e-09 -1.05657e-10 3.28622e-09 6.51128e-10 1.53698e-10 4.31397e-10 4.86115e-10
42460000 242.296 198.138 -629.656 880.678 -5.39162e-10 -1.9404e-09 -1.60318e-09 -2.02849e-09 2.21504e-09 -7.88796e-10 -8.43556e-10 -8.90044e-10
42470000 234.34 197.156 -617.089 858.429 1.59301e-09 -7.08402e-10 -1.69903e-10 3.38474e-10 1.54569e-09 -1.07603e-10 -1.86566e-10 -1.76265e-10
42480000 236.345 196.337 -626.628 872.311 -6.48722e-10 4.36987e-09 1.53119e-09 -1.02165e-09 2.76269e-10 1.96926e-09 1.9517e-09 1.94507e-09
42490000 238.628 195.999 -627.267 872.644 -4.67507e-09 3.51984e-09 3.75734e-09 -5.38436e-09 -2.22347e-09 1.44354e-09 1.46676e-09 1.45094e-09
42500000 243.045 197.042 -616.349 863.563 -1.51122e-08 -5.62051e-09 -3.95517e-09 -6.03723e-09 -6.57016e-09 -2.33159e-09 -2.34045e-09 -2.34858e-09
42510000 236.575 194.118 -614.213 894.561 -1.35682e-08 -1.90025e-09 -7.67185e-10 -7.34936e-09 -4.72605e-09 -1.75303e-10 -3.33644e-10 -3.36718e-10
42520000 237.794 193.351 -597.685 858.856 5.08166e-09 -1.11385e-09 3.12442e-10 2.06061e-09 1.79303e-09 -7.0539e-10 -6.92493e-10 -6.85459e-10
42530000 248.115 200.99 -625.28 872.847 3.63809e-09 4.72229e-09 5.08726e-09 -1.69214e-09 2.62499e-09 2.51321e-09 2.4667e-09 2.41685e-09
42540000 241.877 199.386 -624.253 874.008 4.53787e-09 -3.65635e-09 -2.89911e-09 4.78722e-09 1.73772e-10 -2.3709e-09 -2.22806e-09 -2.14626e-09
42550000 238.586 192.848 -617.04 851.58 6.97601e-09 1.05669e-09 8.66077e-10 4.49542e-09 2.22345e-09 1.41672e-10 4.44898e-10 4.50441e-10
42560000 243.269 195.56 -599.959 866.736 3.19968e-10 -1.80333e-09 5.0109e-10 1.06256e-09 -9.12758e-10 -4.81563e-10 -5.14906e-10 -4.93775e-10
42570000 240.954 198.783 -615.308 874.764 -2.08375e-09 2.96691e-09 2.02441e-09 -3.40773e-09 4.7366e-10 1.3032e-09 1.34991e-09 1.35882e-09
42580000 238.762 198.785 -631.406 873.893 -5.14517e-10 -1.47473e-10 -1.81334e-09 3.35925e-10 8.96494e-10 -8.42435e-11 -8.16831e-11 -7.59611e-11
42590000 238.07 192.059 -631.919 891.153 -5.47266e-09 -5.60907e-10 -1.28166e-09 -2.70502e-09 -2.42331e-09 -1.40736e-10 -3.43816e-10 -3.96559e-10
42600000 238.821 192.289 -610.353 874.021 8.2512e-09 3.02101e-09 3.45167e-09 2.89778e-09 3.11969e-09 1.43836e-09 1.42974e-09 1.42141e-09
42610000 243.791 196.493 -622.059 876.134 -8.03022e-09 -1.76093e-09 -2.00583e-09 -3.0279e-09 -3.93602e-09 -9.55361e-10 -8.89878e-10 -9.0914e-10
42620000 243.844 197.677 -620.482 885.762 -1.00279e-08 7.38969e-10 -1.85741e-09 -6.45395e-09 -1.72287e-09 3.41415e-10 3.04252e-10 2.75667e-10
42630000 234.655 193.23 -616.638 888.434 4.84235e-09 1.90758e-09 2.47883e-09 8.39079e-10 3.17688e-09 1.2451e-09 1.135e-09 1.18802e-09
42640000 243.093 195.475 -633.895 887.406 6.04755e-09 -6.24148e-09 -4.37671e-09 6.65733e-09 1.16287e-09 -3.10219e-09 -3.00039e-09 -2.98962e-09
42650000 247.128 196.233 -630.321 885.608 -5.83225e-09 8.9427e-09 5.29367e-09 -8.93867e-09 3.57805e-10 3.88696e-09 3.86006e-09 3.84695e-09
42660000 241.98 197.052 -616.371 878.883 -4.14722e-09 -3.88611e-09 -2.25861e-09 -7.9159e-10 -2.17183e-09 -1.90736e-09 -1.75346e-09 -1.72435e-09
42670000 240.327 194.294 -625.597 879.667 -5.25429e-09 6.03138e-09 3.8915e-09 -5.27364e-09 -1.67193e-09 2.78881e-09 2.77513e-09 2.75911e-09
42680000 236.891 192.664 -617.151 884.874 -1.09023e-09 -3.1766e-09 -2.77552e-09 -1.26547e-10 8.353e-10 -1.56337e-09 -1.51484e-09 -1.44627e-09
42690000 243.335 199.008 -611.683 881.927 -1.05967e-08 -8.52738e-09 -6.32918e-09 -1.16644e-09 -6.08705e-09 -3.27603e-09 -3.64995e-09 -3.68787e-09
42700000 235.344 194.757 -619.535 875.064 5.96975e-10 4.09622e-09 2.55392e-09 -2.69749e-09 3.26929e-09 1.904e-09 2.09412e-09 2.12462e-09
42710000 236.352 192.349 -602.478 881.519 -3.39911e-09 -6.22945e-09 -5.14235e-09 1.56335e-09 -2.62535e-09 -2.72285e-09 -2.85738e-09 -2.92298e-09
42720000 239.193 202.376 -620.654 899.247 -1.56728e-09 2.18972e-09 2.54298e-09 -4.07845e-09 1.16089e-09 1.24221e-09 1.17572e-09 1.16007e-09
42730000 241.561 193.099 -626.792 899.612 1.66162e-09 5.282e-09 2.8525e-09 5.89552e-10 -1.1477e-10 2.46324e-09 2.3342e-09 2.34902e-09
42740000 237.822 195.321 -630.445 903.019 3.35142e-09 -5.40082e-09 -2.23323e-09 2.30453e-09 6.31429e-10 -2.44568e-09 -2.57246e-09 -2.61353e-09
42750000 246.509 189.576 -622.625 902.21 -2.16139e-09 1.35769e-09 2.63575e-09 -3.60814e-09 -1.24157e-09 9.28108e-10 6.27983e-10 5.72243e-10
42760000 243.701 195.49 -621.964 902.937 2.04596e-09 -6.21699e-10 -2.19571e-09 2.84928e-09 7.76309e-10 -6.53035e-10 -5.34005e-10 -4.84963e-10
42770000 236.121 195.932 -633.774 878.74 3.0363e-09 2.73346e-09 1.14449e-09 1.71449e-09 7.67433e-10 7.91344e-10 9.88254e-10 1.02063e-09
42780000 248.91 203.971 -624.624 881.258 -1.28521e-09 1.47757e-09 2.22017e-09 -2.4783e-09 4.1662e-10 9.56238e-10 9.75896e-10 9.70682e-10
42790000 243.592 197.214 -625.299 897.142 7.90176e-09 1.48632e-09 3.84073e-09 5.56058e-10 3.69888e-09 6.05543e-10 5.78472e-10 5.72848e-10
42800000 241.974 205.589 -636.326 909.914 -2.3059e-10 4.82632e-10 -6.81409e-10 2.09771e-09 -4.36655e-10 -9.89664e-11 2.96008e-10 3.77982e-10
42810000 244.25 194.72 -627.271 905.062 -8.93322e-09 -6.73169e-09 -5.83895e-09 -1.37256e-09 -4.46878e-09 -3.13298e-09 -3.12006e-09 -3.14636e-09
42820000 239.179 196.014 -628.601 907.501 3.29695e-09 4.93701e-09 3.59767e-09 -4.19101e-11 2.83275e-09 2.38404e-09 2.55636e-09 2.59379e-09
42830000 243.996 190.803 -623.301 901.693 3.74699e-09 -2.94308e-09 -1.00227e-09 2.64418e-09 1.33102e-09 -1.16543e-09 -1.17006e-09 -1.21053e-09
42840000 244.785 192.585 -629.427 897.282 -4.71966e-10 -5.67891e-09 -3.64265e-09 9.67408e-10 -1.0615e-09 -3.28738e-09 -3.1091e-09 -3.06803e-09
42850000 241.662 198.682 -638.269 900.419 1.45154e-08 7.28053e-09 8.67329e-09 5.05538e-09 4.10428e-09 3.50434e-09 3.49821e-09 3.52012e-09
42860000 230.493 193.359 -630.494 893.406 -3.6236e-09 -4.93185e-09 -2.95347e-09 -1.9176e-09 -5.34726e-10 -2.75093e-09 -2.4136e-09 -2.37572e-09
42870000 238.18 198.753 -613.666 890.541 -2.83557e-09 3.30965e-09 1.14575e-09 -7.97725e-10 -9.85498e-10 1.55582e-09 1.71923e-09 1.75656e-09
42880000 246.233 193.17 -637.02 889.935 -1.91215e-09 -4.3286e-10 1.01916e-09 -1.3636e-09 -1.236e-09 -3.83459e-10 -1.71339e-10 -1.31191e-10
42890000 235.041 195.222 -627.43 901.245 1.19224e-09 2.27634e-09 2.85818e-09 5.69643e-11 4.10858e-10 4.81196e-10 1.03264e-09 1.18479e-09
42900000 238.022 192.791 -618.959 902.551 4.86859e-10 -8.39304e-10 -1.83697e-10 1.56455e-10 -1.69588e-10 -6.23051e-10 -6.32546e-10 -5.55718e-10
42910000 233.182 194.244 -617.535 889.035 3.25375e-09 1.5708e-09 -2.76118e-10 2.27234e-09 9.128e-10 5.05739e-10 5.16275e-10 4.49619e-10
42920000 237.703 198.906 -638.757 889.907 2.34513e-09 -1.75903e-09 -2.69786e-09 2.06818e-09 1.68489e-09 -5.927e-10 -8.8625e-10 -9.05581e-10
42930000 243.965 193.229 -640.196 892.326 -9.49471e-11 7.63883e-10 1.28598e-09 1.01506e-10 -1.77497e-09 2.17757e-10 2.01345e-10 1.78091e-10
42940000 236.019 199.577 -642.565 900.331 2.23952e-09 -1.3503e-09 -6.82558e-10 2.61131e-09 4.88326e-10 -2.36913e-11 -2.41645e-10 -2.87616e-10
42950000 237.321 197.651 -636.671 896.709 -5.38434e-09 -1.35811e-09 -6.5597e-10 -1.96219e-09 -3.31744e-09 -7.97332e-10 -6.84771e-10 -6.78294e-10
42960000 239.19 196.534 -634.717 893.608 -2.56139e-09 1.4504e-09 4.72968e-10 -9.82146e-10 -2.30569e-09 4.71834e-10 4.37428e-10 4.21236e-10
42970000 231.014 192.167 -645.889 895.078 4.20978e-09 3.19679e-09 4.61588e-09 -8.46537e-10 9.9188e-10 1.70362e-09 1.40854e-09 1.37208e-09
42980000 244.129 194.823 -650.202 895.701 -1.84032e-09 4.66653e-10 2.60081e-10 -1.25922e-09 -8.89567e-11 3.5117e-10 3.75966e-10 3.89204e-10
42990000 241.112 191.341 -653.464 886.656 -4.49008e-09 2.94681e-10 1.16458e-09 -2.9292e-09 -1.5755e-09 5.32205e-10 4.79237e-10 4.91216e-10
43000000 236.901 192.099 -659.544 913.287 -7.1384e-09 -8.36484e-10 -1.84014e-09 -5.25579e-09 -4.80231e-10 -7.01098e-10 -5.22422e-10 -4.99555e-10
43010000 240.584 194.342 -629.908 916.198 2.53634e-09 1.47753e-09 1.30953e-09 7.94128e-11 1.77427e-09 8.70686e-10 7.90965e-10 7.5321e-10
43020000 242.508 195.81 -648.206 912.869 1.0721e-08 -2.80352e-09 1.0276e-10 5.39722e-09 4.14873e-09 -1.6322e-09 -1.46706e-09 -1.39501e-09
43030000 242.623 195.172 -672.319 920.563 1.04712e-08 2.71583e-09 1.81722e-09 5.28369e-09 4.23319e-09 1.00711e-09 1.11478e-09 1.14013e-09
43040000 236.307 193.919 -657.743 929.539 2.21802e-09 2.83808e-10 3.76424e-10 1.51537e-09 -2.42879e-10 -3.79273e-11 -7.54882e-11 -7.97421e-11
43050000 229.715 190.599 -667.831 912.826 -2.24367e-09 -2.04638e-09 -1.34232e-09 9.40061e-10 -3.14117e-09 -1.10078e-09 -1.09087e-09 -1.10756e-09
43060000 236.574 191.989 -656.097 914.677 5.03435e-09 6.05577e-10 1.53025e-09 1.65086e-09 2.58385e-09 3.83067e-10 4.44743e-10 4.32798e-10
43070000 238.407 194.634 -656.742 902.357 1.06856e-08 6.27393e-09 3.97417e-09 3.6255e-09 5.78847e-09 3.15606e-09 3.03455e-09 3.03341e-09
