# Time-averaged data for fix fixflux1
# TimeStep v_tempt1v v_tempt2v f_fix1 f_fix2 v_Jz1 v_Jzk1 v_Jzp1 v_Jzb1 v_Jza1 v_Jzd1 v_Jzi1 v_Jzks1
13370000 235.022 195.352 -262.014 222.743 -2.2311e-09 -1.31018e-09 3.63724e-10 -8.23492e-10 -1.24332e-09 6.36356e-11 -1.25907e-10 -1.68887e-10
13380000 243.722 196.546 -277.305 238.719 6.21177e-09 6.42142e-09 3.24944e-09 1.91527e-09 1.82401e-09 2.54818e-09 2.46561e-09 2.44243e-09
13390000 245.423 198.458 -275.768 240.901 -5.28576e-09 -5.41701e-09 -4.02141e-09 -1.14418e-09 -1.70871e-09 -2.48865e-09 -2.39177e-09 -2.37719e-09
13400000 239.211 196.543 -273.294 216.767 2.75518e-09 3.19242e-09 3.10807e-09 6.95713e-10 2.82217e-10 1.2396e-09 1.42046e-09 1.43666e-09
13410000 236.878 197.719 -262.403 229.317 -4.3944e-09 -4.4637e-09 -2.92767e-09 -9.32656e-10 -2.60525e-09 -1.98475e-09 -2.10782e-09 -2.12549e-09
13420000 240.652 195.402 -283.931 227.015 2.87571e-10 -5.68159e-10 -4.28164e-11 -7.32419e-10 9.36599e-11 -4.0914e-10 -5.01791e-10 -4.89647e-10
13430000 242.058 195.031 -273.355 241.071 -6.38085e-10 -1.99905e-09 -6.08437e-10 4.47296e-10 -1.32392e-10 -6.55622e-10 -5.81436e-10 -5.78311e-10
13440000 248.565 197.388 -272.41 230.976 -2.13e-09 8.74496e-11 -1.05608e-09 -9.14656e-10 -1.04206e-09 -2.02563e-10 -2.3597e-10 -2.46774e-10
13450000 240.024 196.529 -285.004 220.661 6.96382e-09 9.24439e-09 4.3308e-09 7.36508e-10 2.95628e-09 3.48588e-09 3.43956e-09 3.44592e-09
13460000 236.505 197.466 -287.712 215.729 1.67577e-09 -4.76483e-10 -2.00717e-10 1.09527e-10 1.21284e-09 5.27407e-11 -1.82526e-10 -2.32078e-10
13470000 238.547 196.947 -267.607 209.863 6.82518e-09 8.48311e-09 4.21189e-09 1.2704e-09 3.02735e-09 3.57382e-09 3.46867e-09 3.44201e-09
13480000 240.904 200.183 -266.744 218.678 -6.39076e-09 -1.22214e-08 -6.60496e-09 4.63216e-10 -3.96116e-09 -5.39607e-09 -5.34174e-09 -5.33428e-09
13490000 245.863 192.072 -283.72 203.607 3.22387e-09 2.98322e-09 2.2554e-09 1.26655e-09 1.0374e-09 1.43357e-09 1.43841e-09 1.43813e-09
13500000 242.766 195.868 -271.893 234.898 3.37612e-09 3.81138e-09 2.51409e-09 6.96048e-10 3.23113e-10 1.5466e-09 1.41098e-09 1.38522e-09
13510000 237.682 196.217 -271.641 222.205 -3.04096e-09 -2.55519e-09 1.17544e-09 -2.24534e-09 -1.65893e-09 -9.23139e-10 -8.64898e-10 -8.06219e-10
13520000 239.588 193.101 -264.175 225.113 4.13525e-09 7.48387e-09 3.53957e-09 -2.66314e-10 1.80479e-09 2.69782e-09 2.81432e-09 2.78776e-09
13530000 244.438 190.167 -265.629 224.317 6.77176e-10 -1.02822e-09 9.18422e-10 7.15837e-10 1.44399e-09 2.60178e-10 3.81201e-10 4.02846e-10
13540000 246.049 191.643 -272.344 211.931 -6.97301e-09 -8.0024e-09 -5.52524e-09 5.39612e-12 -3.98922e-09 -4.06929e-09 -3.7197e-09 -3.66549e-09
13550000 244.317 193.377 -264.706 217.02 2.33244e-08 2.75882e-08 1.28856e-08 2.84497e-09 1.10237e-08 1.09314e-08 1.06575e-08 1.05214e-08
13560000 241.537 196.17 -276.746 228.241 -8.18705e-09 -1.13627e-08 -4.54327e-09 -8.7831e-10 -2.40184e-09 -4.27956e-09 -3.92438e-09 -3.84061e-09
13570000 241.5 194.996 -270.437 228.306 -8.19246e-09 -1.04491e-08 -4.91894e-09 4.05823e-10 -4.90123e-09 -4.4305e-09 -4.14632e-09 -4.04955e-09
13580000 243.18 190.268 -284.626 223.753 5.56888e-09 8.37271e-09 3.7527e-09 1.61169e-10 1.72893e-09 2.72223e-09 2.78618e-09 2.79101e-09
13590000 245.449 194.157 -260.227 234.866 3.69195e-10 2.14293e-09 -1.44899e-10 -1.0614e-09 1.10576e-09 6.93994e-10 6.16248e-10 5.96687e-10
13600000 241.069 196.078 -262.674 222.025 -7.28578e-09 -1.11659e-08 -2.97096e-09 -1.08243e-09 -3.65073e-09 -3.87217e-09 -3.88659e-09 -3.86861e-09
13610000 233.205 191.188 -260.207 231.913 1.93513e-09 1.28461e-09 1.35586e-09 1.23184e-09 -7.06726e-10 3.21277e-10 3.69078e-10 3.84161e-10
13620000 241.294 195.252 -269.284 220.534 -6.5501e-10 4.04064e-09 -8.09938e-10 -1.50785e-09 1.34042e-09 1.71491e-09 1.45801e-09 1.37824e-09
13630000 245.584 197.013 -262.572 214.682 -1.00708e-08 -1.08497e-08 -2.74693e-09 -2.84264e-09 -3.77255e-09 -3.71526e-09 -3.5305e-09 -3.47735e-09
13640000 237.615 191.552 -270.465 217.174 1.75241e-09 8.35102e-10 -5.26142e-10 1.1619e-09 -3.25256e-10 -5.24171e-10 -3.69743e-10 -3.00145e-10
13650000 240.022 195.078 -265.249 227.753 1.7252e-08 2.00997e-08 9.03688e-09 2.70032e-09 8.20981e-09 7.44508e-09 7.60755e-09 7.56946e-09
13660000 236.257 195.81 -267.808 219.938 -1.63782e-09 1.02284e-09 2.06533e-09 1.49382e-10 -2.64944e-09 1.45869e-10 5.35282e-10 5.81416e-10
13670000 237.059 193.597 -270.256 232.281 -8.55293e-09 -1.3579e-08 -7.35731e-09 2.72272e-10 -3.1183e-09 -6.28959e-09 -5.66556e-09 -5.43691e-09
13680000 245.409 192.715 -278.791 223.908 -8.06053e-10 3.13387e-09 1.48003e-09 -4.07966e-09 5.3524e-10 1.50182e-09 1.01613e-09 8.78694e-10
13690000 238.555 194.026 -272.693 233.68 7.35358e-09 8.48776e-09 3.53307e-09 1.82201e-09 2.9079e-09 3.26953e-09 3.21761e-09 3.17686e-09
13700000 239.182 200.542 -270.888 223.155 -9.57243e-09 -9.08615e-09 -5.7936e-09 3.99986e-10 -5.65674e-09 -4.21036e-09 -3.81928e-09 -3.71875e-09
13710000 240.877 195.042 -260.79 213.516 -4.06693e-09 -3.83705e-09 -8.75524e-10 -1.06268e-09 -1.86537e-09 -1.29762e-09 -1.24744e-09 -1.22375e-09
13720000 241.438 195.87 -275.536 217.24 1.60984e-08 1.70818e-08 8.27727e-09 2.66058e-09 7.04833e-09 6.63965e-09 6.46149e-09 6.41414e-09
13730000 239.836 195.011 -263.27 223.465 -2.21984e-09 -3.82902e-09 -1.44019e-09 6.51944e-10 -8.5249e-11 -9.16746e-10 -8.20465e-10 -8.43979e-10
13740000 235.298 195.485 -260.276 230.23 -6.84065e-09 -1.09824e-08 -4.7478e-09 -4.73836e-10 -4.47092e-09 -5.10419e-09 -4.83054e-09 -4.7538e-09
13750000 243.189 192.397 -266.194 237.164 -6.70452e-09 -8.14829e-09 -4.87736e-09 1.00586e-09 -3.42334e-09 -2.85323e-09 -2.94886e-09 -2.90814e-09
13760000 243.186 193.725 -247.974 244.113 -3.75261e-09 -2.07438e-09 -5.61713e-10 -1.11203e-09 -2.26785e-09 -7.07566e-10 -7.21347e-10 -7.38456e-10
13770000 239.894 192.799 -255.817 226.467 4.33929e-09 2.98016e-09 1.39257e-09 1.50272e-09 2.18096e-09 1.31206e-09 1.28205e-09 1.26224e-09
13780000 242.76 192.861 -269.286 220.029 4.96598e-09 4.57149e-09 2.45875e-09 -7.05463e-10 2.88614e-09 1.77248e-09 1.5475e-09 1.51298e-09
13790000 238.565 194.712 -269.051 229.705 2.08262e-09 9.4825e-10 4.74206e-10 1.14313e-09 5.08282e-10 2.70436e-10 3.24035e-10 3.17143e-10
13800000 247.923 189.522 -285.801 210.136 2.52784e-11 1.29394e-09 9.50935e-10 -1.96408e-09 3.85781e-09 9.60824e-10 1.1977e-09 1.25437e-09
13810000 240.223 194.836 -272.779 225.529 5.20964e-09 6.80261e-09 1.43691e-09 2.13448e-09 3.22575e-09 1.72384e-09 2.38423e-09 2.49964e-09
13820000 241.685 191.089 -271.563 215.05 -6.52273e-09 -6.06921e-09 -3.11023e-09 -2.5984e-10 -3.69312e-09 -2.86843e-09 -2.53934e-09 -2.40349e-09
13830000 244.043 199.101 -289.619 244.167 -3.97754e-09 -1.33153e-09 1.559e-09 -3.87647e-09 -2.59373e-09 -7.91808e-10 -7.75358e-10 -7.66473e-10
13840000 240.238 194.796 -287.026 239.087 1.1634e-08 9.6732e-09 2.8451e-09 3.4216e-09 6.22034e-09 3.64184e-09 3.52068e-09 3.53775e-09
13850000 235.905 191.137 -274.994 213.928 -9.40408e-09 -1.07848e-08 -4.8196e-09 -1.32703e-09 -4.01345e-09 -3.85078e-09 -3.81545e-09 -3.84141e-09
13860000 240.907 195.237 -277.445 227.032 -1.76911e-09 -3.04522e-09 -1.67392e-09 7.00672e-12 -9.30969e-11 -1.20563e-09 -1.10059e-09 -1.06847e-09
13870000 238.722 199.394 -271.618 229.207 3.12858e-09 2.52463e-09 9.40395e-10 3.2346e-11 3.40284e-09 1.29341e-09 1.2696e-09 1.26693e-09
13880000 241.956 190.471 -266.212 214.651 5.15931e-09 5.70105e-09 2.14843e-09 4.8102e-10 2.22827e-09 1.90454e-09 1.88682e-09 1.83816e-09
13890000 240.525 193.746 -270.213 227.779 -6.58603e-09 -2.24347e-09 -1.35198e-09 -1.46477e-09 -4.6941e-09 -1.08922e-09 -1.09237e-09 -1.06997e-09
13900000 236.403 193.654 -262.283 224.963 4.47776e-09 3.37339e-09 2.20169e-09 1.09674e-09 2.86727e-09 1.68406e-09 1.70527e-09 1.69013e-09
13910000 239.207 195.221 -288.038 224.518 -7.08736e-09 -9.72846e-09 -4.81638e-09 -1.70595e-09 -3.02718e-09 -4.06511e-09 -4.10521e-09 -4.07219e-09
13920000 237.978 197.955 -275.324 223.149 3.98985e-09 4.85136e-09 2.02018e-09 4.65717e-10 2.04389e-09 2.39332e-09 2.00895e-09 1.95871e-09
13930000 241.787 191.881 -279.521 242.881 -1.31304e-10 3.32132e-09 1.558e-10 -3.2107e-10 2.00639e-09 1.64537e-09 1.75173e-09 1.73817e-09
13940000 244.105 194.463 -290.557 230.54 1.79963e-08 2.05009e-08 8.12372e-09 1.59465e-09 8.64099e-09 7.88221e-09 7.37064e-09 7.22335e-09
13950000 235.912 196.257 -288.185 236.133 -1.31534e-08 -1.7365e-08 -5.30595e-09 -1.56807e-09 -7.73503e-09 -7.18619e-09 -6.7079e-09 -6.54294e-09
13960000 241.196 195.617 -294.478 223.972 -1.0054e-08 -1.1848e-08 -4.95703e-09 -3.0489e-09 -4.23043e-09 -4.96825e-09 -4.84476e-09 -4.76869e-09
13970000 240.792 196.614 -293.813 241.037 8.89981e-09 1.02634e-08 4.17716e-09 2.16668e-09 5.0201e-09 4.68981e-09 4.41026e-09 4.36553e-09
13980000 238.132 196.373 -271.651 222.833 2.3583e-09 2.63201e-09 6.11389e-10 7.68163e-10 2.17954e-09 9.65292e-10 1.15893e-09 1.1914e-09
13990000 238.981 194.493 -285.393 231.543 -1.63587e-08 -1.48122e-08 -5.65722e-09 -6.50374e-09 -6.57317e-09 -5.24543e-09 -5.56728e-09 -5.60007e-09
14000000 242.794 188.596 -274.476 214.129 1.5023e-08 1.67583e-08 7.52377e-09 1.62938e-09 7.9976e-09 6.22675e-09 6.33016e-09 6.28858e-09
14010000 242.05 199.012 -275.503 223.641 -2.15467e-10 1.85184e-09 1.38659e-09 -2.90155e-09 -1.34927e-09 1.62084e-10 -1.05227e-10 -1.48012e-10
14020000 243.085 197.27 -283.799 229.685 -2.88133e-09 -6.77484e-09 -4.80267e-09 1.92208e-09 1.5307e-11 -2.09457e-09 -2.19743e-09 -2.21016e-09
14030000 236.345 197.085 -288.612 256.612 7.25415e-09 9.91799e-09 4.75893e-09 2.58177e-09 2.60575e-09 3.79078e-09 4.05193e-09 4.0906e-09
14040000 233.974 196.828 -276.331 244.031 3.20434e-09 4.14492e-09 3.73377e-09 -1.25982e-09 1.27355e-09 2.0669e-09 1.78396e-09 1.70779e-09
14050000 253.505 192.824 -287.566 219.326 1.57756e-09 -7.96813e-10 -6.78322e-10 1.08906e-09 4.25922e-10 -2.84765e-10 -4.04225e-10 -4.45341e-10
14060000 243.746 196.123 -303.853 230.278 -8.69767e-09 -1.10068e-08 -6.87211e-09 4.82793e-10 -4.82182e-09 -4.22151e-09 -4.4326e-09 -4.43488e-09
14070000 240.678 198.506 -313.362 220.722 -7.2797e-09 -1.00361e-08 -3.76002e-09 -3.62387e-09 -3.21431e-09 -3.91589e-09 -4.21184e-09 -4.29646e-09
14080000 235.301 193.729 -269.204 224.944 7.5281e-09 1.11189e-08 6.33075e-09 2.3888e-09 3.4587e-10 4.3097e-09 4.26606e-09 4.2464e-09
14090000 239.309 198.283 -275.634 234.735 3.8822e-09 1.91562e-09 3.63168e-10 2.47203e-09 3.45249e-09 1.63084e-09 1.53683e-09 1.49776e-09
14100000 242.986 196.091 -280.772 225.409 8.00434e-09 1.02305e-08 3.32981e-09 8.0613e-10 4.66366e-09 3.91332e-09 3.78152e-09 3.74412e-09
14110000 241.685 196.912 -289.322 230.787 1.14267e-08 1.16015e-08 5.76257e-09 4.46119e-09 3.48092e-09 4.60338e-09 4.61374e-09 4.61932e-09
14120000 240.548 193.717 -274.285 224.116 -4.20641e-09 -6.561e-09 -3.33173e-09 -8.62412e-10 -2.40943e-09 -3.2968e-09 -3.11714e-09 -3.07442e-09
14130000 239.423 195.522 -301.432 236.752 -2.99894e-08 -3.4488e-08 -1.35489e-08 -6.74766e-09 -1.48945e-08 -1.41358e-08 -1.36172e-08 -1.34885e-08
14140000 242.323 195.16 -294.631 221.074 6.56912e-10 -1.53359e-09 -1.19569e-09 6.03024e-10 1.56091e-10 -8.86927e-10 -8.79857e-10 -8.78773e-10
14150000 240.845 196.351 -268.508 217.087 1.82691e-08 2.1532e-08 9.58814e-09 5.29506e-09 8.37996e-09 9.18467e-09 9.03361e-09 8.94886e-09
14160000 243.711 189.461 -260.267 206.248 -5.55748e-09 -4.05499e-09 -2.65103e-10 -2.5559e-09 -2.60448e-09 -1.5114e-09 -1.46262e-09 -1.3794e-09
14170000 241.302 194.318 -268.803 228.526 1.86239e-08 2.0043e-08 8.96526e-09 5.4992e-09 7.04075e-09 7.98544e-09 7.84301e-09 7.75056e-09
14180000 235.404 189.131 -263.057 223.37 -1.33132e-08 -1.41948e-08 -7.19161e-09 -3.32313e-09 -5.33502e-09 -6.1856e-09 -5.87485e-09 -5.75836e-09
14190000 238.061 195.627 -276.261 206.872 -7.25826e-09 -8.53147e-09 -4.06021e-09 1.50633e-09 -4.60021e-09 -3.421e-09 -3.10902e-09 -2.99146e-09
14200000 243.059 196.817 -275.203 222.192 1.21318e-09 3.30723e-09 2.68527e-09 -1.9423e-09 -9.0904e-13 1.68438e-09 1.26825e-09 1.15775e-09
14210000 242.262 197.896 -259.403 220.95 -6.74903e-09 -6.40399e-09 -4.46058e-09 6.87928e-10 -2.64084e-09 -2.23473e-09 -2.14041e-09 -2.08872e-09
14220000 240.629 189.352 -278.423 233.415 -1.19103e-09 1.6154e-09 9.70205e-10 -1.1032e-09 -2.21772e-09 1.06904e-10 1.21814e-10 1.36888e-10
14230000 241.418 197.226 -259.63 240.915 1.63976e-09 -1.19549e-09 -1.78946e-09 2.24228e-09 1.73519e-09 -1.10049e-10 -1.64022e-10 -1.84264e-10
14240000 239.89 193.444 -294.855 226.435 -1.24953e-09 -1.17253e-09 1.09994e-09 -1.20501e-09 -1.12561e-09 -6.26787e-10 -4.94486e-10 -4.54988e-10
14250000 236.449 194.728 -289.981 230.068 -2.03205e-09 -3.68103e-09 -1.312e-09 2.79422e-10 -1.15214e-09 -1.88611e-09 -1.57565e-09 -1.45909e-09
14260000 238.5 194.317 -282.91 237.387 -4.05842e-09 -4.7077e-09 -2.84663e-09 -1.79106e-09 -1.59161e-09 -2.63874e-09 -2.40401e-09 -2.38426e-09
14270000 239.103 195.03 -284.405 223.315 1.3375e-08 1.51567e-08 6.26896e-09 3.99768e-09 6.51248e-09 6.61913e-09 6.37736e-09 6.31146e-09
14280000 240.521 195.192 -288.5 236.738 -1.015e-08 -1.03909e-08 -5.06349e-09 -1.55327e-09 -5.53186e-09 -4.69041e-09 -4.34887e-09 -4.28577e-09
14290000 242.404 195.996 -279.471 224.62 -4.51363e-09 -3.2322e-09 -1.13114e-09 -3.70079e-10 -3.08439e-09 -1.13438e-09 -1.12165e-09 -1.11204e-09
14300000 236.147 197.053 -273.864 226.9 8.20849e-09 9.91523e-09 4.79682e-09 2.88294e-09 3.65933e-09 4.32116e-09 4.33874e-09 4.34115e-09
14310000 245.43 195.473 -285.459 225.022 7.43529e-10 2.73988e-10 -1.08921e-09 2.08159e-10 -9.15646e-10 -3.40912e-10 -5.66685e-10 -6.34767e-10
14320000 233.805 198.969 -301.784 247.819 5.20612e-09 5.64901e-09 3.48877e-09 1.74343e-09 1.85367e-10 2.20065e-09 2.06044e-09 2.02431e-09
14330000 241.819 194.779 -285.59 232.581 -4.8133e-09 -9.70933e-09 -3.53617e-09 6.11549e-10 5.40966e-10 -2.38433e-09 -2.41775e-09 -2.41635e-09
14340000 243.586 195.712 -279.745 225.452 5.12537e-09 9.99292e-09 4.22987e-09 3.56057e-10 3.00308e-10 3.09498e-09 3.20811e-09 3.21138e-09
14350000 242.441 194.273 -280.061 239.986 1.09618e-09 1.26049e-09 -1.19559e-09 4.33747e-10 3.14101e-09 7.32381e-10 7.66241e-10 8.08422e-10
14360000 236.078 196.416 -272.06 225.93 -4.54871e-09 -5.6727e-09 -2.31263e-09 -1.01314e-09 -2.47622e-09 -2.04671e-09 -2.20375e-09 -2.23529e-09
14370000 238.81 200.525 -278.528 236.902 -1.43646e-09 -3.32539e-09 -3.59986e-10 -2.13354e-10 -1.08031e-09 -1.12481e-09 -1.16996e-09 -1.16747e-09
14380000 241.292 197.674 -288.267 227.021 -2.35399e-09 -1.52813e-09 -2.43186e-09 -5.07354e-10 5.02766e-10 -2.86753e-10 -4.46818e-10 -4.68834e-10
14390000 242.962 193.203 -262.334 222.198 7.22921e-09 8.92483e-09 4.59172e-09 1.09895e-09 2.40872e-09 3.19228e-09 3.23266e-09 3.24399e-09
14400000 241.955 196.057 -274.711 234.521 -8.36428e-09 -8.72758e-09 -5.29036e-09 -1.24297e-09 -2.88848e-09 -3.44974e-09 -3.36985e-09 -3.32094e-09
14410000 233.681 195.933 -261.868 227.011 -3.61693e-09 -5.68289e-09 -2.2199e-09 -7.35172e-10 -3.76832e-09 -2.67346e-09 -2.83207e-09 -2.85897e-09
14420000 242.934 191.314 -268.748 236.243 4.21411e-09 4.85602e-09 1.34414e-09 1.85151e-09 3.00416e-09 2.46463e-09 2.38078e-09 2.33743e-09
14430000 246.136 197.925 -274.179 225.414 7.49574e-09 9.80841e-09 5.7658e-09 -6.67465e-10 2.99558e-09 3.9006e-09 3.65546e-09 3.59253e-09
14440000 233.895 190.296 -280.551 233.183 -4.04231e-10 1.5323e-10 -1.71929e-09 1.46236e-09 8.18693e-10 -5.86808e-10 -1.77357e-11 1.02936e-10
14450000 238.736 195.572 -261.195 224.67 -9.66783e-09 -1.35365e-08 -7.22061e-09 -1.36731e-09 -3.62549e-09 -5.33134e-09 -5.39522e-09 -5.36173e-09
14460000 242.123 192.744 -264.918 227.005 6.61353e-09 7.22771e-09 2.60579e-09 1.67882e-09 3.51177e-09 3.15348e-09 2.98632e-09 2.91007e-09
14470000 244.527 198.957 -300.979 212.114 3.5562e-09 -1.13178e-09 7.94435e-10 1.92114e-09 1.04862e-09 -9.9703e-10 -5.98962e-10 -5.03956e-10
14480000 242.268 189.547 -293.773 237.218 2.77027e-09 1.4973e-09 -7.90695e-10 8.42941e-10 2.59692e-09 4.93198e-10 4.61674e-10 4.66212e-10
14490000 241.162 194.484 -289.492 239.784 7.81209e-09 8.41626e-09 5.44936e-09 6.46795e-10 3.81775e-09 3.80327e-09 3.63154e-09 3.59058e-09
14500000 236.243 191.771 -266.526 224.697 -3.70099e-09 -6.48485e-09 -1.98693e-09 -6.29899e-10 -1.42301e-09 -1.96161e-09 -2.14899e-09 -2.18686e-09
14510000 247.053 195.142 -254.225 236.366 7.69553e-09 7.45645e-09 2.93709e-09 1.32884e-09 3.58498e-09 2.85004e-09 2.65062e-09 2.6225e-09
14520000 237.79 200.778 -268.776 221.24 -2.45235e-09 -1.66176e-09 1.18766e-09 -1.88526e-09 -2.70059e-09 -6.07978e-10 -7.55295e-10 -7.94175e-10
14530000 248.446 197.867 -275.946 234.095 4.00524e-09 2.2014e-10 1.99079e-09 8.67656e-10 2.26336e-09 3.2322e-10 3.79463e-10 4.07877e-10
14540000 239.182 191.853 -288.223 225.674 -1.12875e-08 -1.67112e-08 -7.44259e-09 -3.29493e-10 -3.41525e-09 -5.6298e-09 -5.58371e-09 -5.56489e-09
14550000 241.312 200.475 -282.941 223.658 8.45849e-09 9.62399e-09 6.12287e-09 1.50568e-09 2.70317e-09 3.46677e-09 3.72705e-09 3.73821e-09
14560000 245.882 192.051 -289.73 237.749 2.08903e-08 2.38201e-08 9.84369e-09 3.81495e-09 8.58796e-09 9.5711e-09 8.92858e-09 8.73522e-09
14570000 236.594 196.443 -279.024 220.841 -1.18511e-08 -1.48583e-08 -7.5742e-09 -8.36614e-11 -6.0732e-09 -6.04029e-09 -5.79166e-09 -5.71406e-09
14580000 242.425 192.975 -270.879 220.581 -2.05106e-08 -2.35138e-08 -1.06794e-08 -4.39926e-09 -8.4982e-09 -8.8939e-09 -8.92506e-09 -8.87982e-09
14590000 241.168 189.232 -280.238 232.338 2.0029e-08 2.50806e-08 1.1993e-08 3.70394e-09 8.63546e-09 1.05114e-08 1.01159e-08 1.00023e-08
14600000 234.85 194.039 -271.447 221.341 3.26974e-09 5.86029e-09 2.3274e-09 -1.51124e-09 2.7366e-09 2.50878e-09 2.25105e-09 2.18063e-09
14610000 237.132 189.836 -262.288 227.192 -1.54128e-08 -1.86293e-08 -7.11533e-09 -3.47519e-09 -8.61405e-09 -7.61141e-09 -7.54948e-09 -7.5164e-09
14620000 240.577 193.185 -283.237 221.625 -3.74476e-09 -8.23334e-10 1.29936e-09 -1.76248e-09 -2.36633e-09 1.07025e-10 8.98422e-12 4.15966e-11
14630000 242.708 194.869 -296.357 221.129 3.83678e-09 5.8317e-10 1.06989e-09 1.4861e-09 1.97746e-09 5.40847e-10 5.18144e-10 4.67768e-10
14640000 238.998 193.274 -277.665 231.108 -3.79322e-09 -4.11469e-09 -2.45029e-09 -8.771e-10 -8.90882e-10 -1.41756e-09 -1.45673e-09 -1.48281e-09
14650000 250.438 201.382 -284.582 230.605 3.30128e-09 7.1005e-09 3.30981e-09 -1.41228e-09 2.18736e-10 2.38479e-09 2.15413e-09 2.09088e-09
14660000 236.411 197.803 -285.942 228.731 1.78702e-09 3.89008e-09 -1.96683e-10 1.35684e-09 7.08015e-10 1.61518e-09 1.4494e-09 1.40716e-09
14670000 236.204 194.075 -283.495 228.551 -7.32416e-09 -9.34043e-09 -3.56673e-09 -2.28089e-09 -8.79025e-10 -3.51042e-09 -3.15382e-09 -3.08143e-09
14680000 242.221 192.322 -275.526 230.444 -3.53159e-09 -3.74006e-09 -6.02318e-10 -9.31599e-10 -2.036e-09 -1.416e-09 -1.31948e-09 -1.30277e-09
14690000 239.954 196.822 -294.713 220.24 6.90808e-09 8.71608e-09 4.14946e-09 9.35237e-10 3.39532e-09 3.42817e-09 3.44105e-09 3.43145e-09
14700000 233.381 198.94 -291.863 218.551 -1.48765e-08 -1.58793e-08 -1.06336e-08 -2.52991e-09 -7.55027e-09 -7.59821e-09 -7.39358e-09 -7.34167e-09
14710000 234.024 190.769 -272.175 214.307 3.85071e-09 4.13013e-09 2.46715e-09 2.49998e-09 2.75986e-09 2.29171e-09 2.5012e-09 2.55986e-09
14720000 235.116 191.442 -279.621 209.017 1.03256e-08 1.50301e-08 6.89585e-09 -5.13767e-10 3.8042e-09 4.94522e-09 4.95067e-09 4.95734e-09
14730000 235.376 197.164 -261.173 221.098 1.03033e-09 -1.37662e-09 -7.98523e-11 1.03661e-09 2.0151e-09 -7.75051e-10 -1.42552e-10 -7.05393e-11
14740000 249.226 186.923 -280.416 221.082 -1.2736e-08 -1.42669e-08 -7.64015e-09 -2.05998e-09 -4.98842e-09 -5.04621e-09 -5.32974e-09 -5.31909e-09
14750000 239.38 199.506 -275.928 217.492 -3.28568e-09 -3.76684e-09 -7.45195e-10 -6.15583e-10 -2.64812e-09 -1.33609e-09 -1.43885e-09 -1.453e-09
14760000 244.1 195.863 -264.229 227.971 1.14596e-08 1.45638e-08 6.65868e-09 1.1556e-09 5.9041e-09 5.86762e-09 5.71929e-09 5.68189e-09
14770000 240.412 192.616 -269.538 228.981 -2.82415e-09 -3.44973e-09 -1.1844e-09 -1.615e-09 -3.18922e-10 -7.95547e-10 -1.00471e-09 -1.10883e-09
14780000 242.418 190.614 -269.596 239.721 -5.82121e-09 -3.75812e-09 -2.46546e-09 -3.01232e-09 -3.05465e-09 -1.75744e-09 -1.94181e-09 -2.03372e-09
14790000 241.258 192.218 -277.508 234.406 1.72444e-08 1.65174e-08 8.17312e-09 4.14095e-09 9.38983e-09 6.8428e-09 6.90776e-09 6.94548e-09
14800000 241.366 195.431 -283.612 230.994 -1.08412e-08 -1.29881e-08 -6.71895e-09 5.8774e-10 -6.23588e-09 -5.32671e-09 -5.04502e-09 -4.97715e-09
14810000 233.981 193.671 -286.37 231.74 -1.16649e-08 -1.17825e-08 -4.54107e-09 -3.62188e-09 -6.27074e-09 -4.46975e-09 -4.68229e-09 -4.74067e-09
14820000 229.136 192.146 -275.695 222.213 1.18295e-08 1.23601e-08 7.07027e-09 3.8472e-09 5.90402e-09 4.64097e-09 5.33788e-09 5.4662e-09
14830000 243.295 195.121 -265.485 229.334 -2.11234e-09 -4.08448e-09 -3.19881e-09 -1.93762e-09 -6.35282e-10 -2.52467e-09 -2.54121e-09 -2.56195e-09
14840000 241.828 192.533 -268.762 231.592 1.1764e-09 1.34546e-09 9.89631e-10 9.37999e-10 -2.50477e-11 8.95387e-10 7.64271e-10 7.46259e-10
14850000 242.969 194.075 -267.427 235.28 -3.21144e-09 -2.92176e-09 -1.0016e-09 -9.49306e-10 -2.37645e-09 -1.18399e-09 -1.27398e-09 -1.29913e-09
14860000 246.928 195.429 -272.318 217.854 -2.00035e-09 -1.16345e-09 -1.47986e-09 8.34529e-10 6.62551e-10 9.80308e-11 1.90201e-10 2.2847e-10
14870000 245.225 200.945 -265.311 229.976 -3.099e-09 -1.02866e-09 -5.66981e-10 -5.14708e-10 -1.25412e-09 -2.81862e-10 -1.97086e-10 -1.48884e-10
14880000 232.63 191.442 -259.113 220.832 -1.23903e-09 2.32418e-10 5.16227e-10 -3.42943e-09 -1.24937e-09 -9.78481e-10 -9.08023e-10 -9.15527e-10
14890000 244.381 199.148 -277.58 237.265 -2.63509e-09 -5.2822e-09 -1.32535e-09 2.79066e-10 -1.36591e-09 -2.05688e-09 -1.84056e-09 -1.79135e-09
14900000 233.625 193.032 -296.62 222.759 -1.84385e-09 -8.67236e-10 -2.63689e-09 2.97386e-10 7.2164e-10 -1.17219e-10 -1.71622e-10 -1.86018e-10
14910000 237.48 192.824 -274.997 228.902 5.40874e-09 9.16436e-09 5.95874e-09 -1.40032e-09 2.08182e-09 3.66295e-09 3.53625e-09 3.51901e-09
14920000 235.349 194.393 -266.119 223.602 -3.13985e-09 -5.37775e-09 -2.40147e-09 1.60287e-09 -1.23431e-09 -1.60525e-09 -1.51071e-09 -1.47736e-09
